dataset_id,dataset_name,organism_query,database_id,database_name,database_version,formula,adduct,ionFormula,ion,mz,msm,rhoSpatial,rhoSpectral,moc,fdr,offSample,isotopeImages,colocCoeff,moleculeNames,moleculeIds,intensity
2021-11-10_04h48m47s,pos_print19_rms_peak1104,Homo sapiens (human),374,KEGG,v1,C17H25N3O18P2,+Na,C17H25N3O18P2Na,C17H25N3O18P2+Na+,644.0500556430001,0.5373539,0.5672381645291319,0.9557934056469716,0.9911306578706249,0.5,False,"[{'mz': 644.0500440507957, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/b5abf851e7b442b599b6f2f266179786', 'minIntensity': 0, 'maxIntensity': 97225.875, 'totalIntensity': 559372032}, {'mz': 645.0534182267318, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/31ab8ac5387f495eb9db29ea7fe540d6', 'minIntensity': 0, 'maxIntensity': 33213.1953125, 'totalIntensity': 211258736}, {'mz': 646.0543011419546, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/ed41c0e321b44f8e91eb1822c89a242c', 'minIntensity': 0, 'maxIntensity': 1319.3990478515625, 'totalIntensity': 1319.3990478515625}, {'mz': 646.0567615285661, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}]",,"['UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate', 'UDP-N-acetyl-D-mannosaminouronate', 'UDP-N-acetyl-D-galactosaminuronic acid']","['C04573', 'C06240', 'C13952']",97225.875
2021-11-10_04h48m47s,pos_print19_rms_peak1104,Homo sapiens (human),374,KEGG,v1,C21H25N5O8S2,+Na,C21H25N5O8S2Na,C21H25N5O8S2+Na+,562.103675783,0.5216845,0.5450859672337148,0.9591644105209238,0.9978147228595075,0.5,False,"[{'mz': 562.1036643507956, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/8a815985010b49099182c4f0829f6b57', 'minIntensity': 0, 'maxIntensity': 44611.58984375, 'totalIntensity': 623811200}, {'mz': 563.1070403056402, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/7eb10108f1e4441da5175d79e25c61ae', 'minIntensity': 0, 'maxIntensity': 14164.125, 'totalIntensity': 173809984}, {'mz': 564.0994723567912, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}, {'mz': 564.1103938717276, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}]",,['Mezlin'],['C07221'],44611.58984375
2021-11-10_04h48m47s,pos_print19_rms_peak1104,Homo sapiens (human),374,KEGG,v1,C26H42O,+K,C26H42OK,C26H42O+K+,409.28672385699997,0.50967836,0.5610246858792518,0.9200822984869718,0.9873873873873874,0.5,True,"[{'mz': 409.2867132848012, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/ae5cbc3582774b05a072692d23bf2c5a', 'minIntensity': 0, 'maxIntensity': 19519.44921875, 'totalIntensity': 849552.375}, {'mz': 410.2900883000556, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/e82622a55a5048d184ca5d834e04be8c', 'minIntensity': 0, 'maxIntensity': 3835.896240234375, 'totalIntensity': 83588.6171875}, {'mz': 411.2848517837324, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}, {'mz': 411.2934270894767, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}]",,['B-Norcholest-4-en-3-one'],['C15119'],19519.44921875
2021-11-10_04h48m47s,pos_print19_rms_peak1104,Homo sapiens (human),374,KEGG,v1,C23H34O3,+K,C23H34O3K,C23H34O3+K+,397.213952841,0.49941266,0.5404129920658458,0.9251568392201327,0.9988916597395401,0.5,False,"[{'mz': 397.2139422688013, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/60dcfb077c1a48cc96fff1679254253d', 'minIntensity': 0, 'maxIntensity': 135988.265625, 'totalIntensity': 222870992}, {'mz': 398.2173177642089, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/b19b7ae0d03a4262ad4872c55da49329', 'minIntensity': 0, 'maxIntensity': 33401.4453125, 'totalIntensity': 15607266}, {'mz': 399.2120610010795, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}, {'mz': 399.2206651942934, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}]",,"['Pregnenolone acetate', '16-Butyl-3-methoxy-estra-1,3,5(10)-triene-16beta,17beta-diol', '11beta-Hydroxy-6alpha,11-dimethylpregn-4-ene-3,20-dione', '17abeta-Hydroxy-D-homoandrost-4-en-3-one propionate', '17beta-Hydroxy-7alpha-methylandrost-4-en-3-one propionate']","['C14658', 'C14931', 'C15115', 'C15266', 'C15374']",135988.265625
2021-11-10_04h48m47s,pos_print19_rms_peak1104,Homo sapiens (human),374,KEGG,v1,C27H42O2,+K,C27H42O2K,C27H42O2+K+,437.281638477,0.49790642,0.5467011220016863,0.9111696733919035,0.9995361418047882,0.5,False,"[{'mz': 437.2816279048013, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/54c6703b515c423a958a1359af2da26d', 'minIntensity': 0, 'maxIntensity': 226625.953125, 'totalIntensity': 234438512}, {'mz': 438.28500198029445, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/77a6f5572088462cbe2a87fb7f255dbe', 'minIntensity': 0, 'maxIntensity': 62249.2265625, 'totalIntensity': 17174400}, {'mz': 439.27977134157885, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}, {'mz': 439.28834441261273, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}]",,"['(25S)-26-Oxocholest-4-en-3-one', '(25R)-26-Oxocholest-4-en-3-one']","['C21304', 'C21305']",226625.953125
2021-11-10_04h48m47s,pos_print19_rms_peak1104,Homo sapiens (human),374,KEGG,v1,C19H22F2N4O3,+Na,C19H22N4O3F2Na,C19H22F2N4O3+Na+,415.155217567,0.4887364,0.517189084890127,0.9472776673580412,0.9975806739806311,0.5,False,"[{'mz': 415.1552070848013, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/b7b8cd9d35e943e7bcb5f87a5d26811b', 'minIntensity': 0, 'maxIntensity': 65090.78125, 'totalIntensity': 392693856}, {'mz': 416.1522656631244, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}, {'mz': 416.1585608480532, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/7bea38db24054310bad198086ea6f602', 'minIntensity': 0, 'maxIntensity': 11321.5615234375, 'totalIntensity': 17391754}, {'mz': 417.16192075450226, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}]",,['Sparfloxacin'],['C07662'],65090.78125
2021-11-10_04h48m47s,pos_print19_rms_peak1104,Homo sapiens (human),374,KEGG,v1,C22H20O6,+Na,C22H20O6Na,C22H20O6+Na+,403.115209043,0.48262888,0.5243294419326328,0.9354183816462959,0.9840182648401826,0.5,True,"[{'mz': 403.11519844080124, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/aeccf0aeb70444af81e97aa576bcee02', 'minIntensity': 0, 'maxIntensity': 12348.228515625, 'totalIntensity': 283646.5625}, {'mz': 404.11856740568686, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/3a5b5d997b32477e91036b9490af05c9', 'minIntensity': 0, 'maxIntensity': 1928.568603515625, 'totalIntensity': 12347.59375}, {'mz': 405.1194621212076, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}, {'mz': 405.12192590694383, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}]",,['Rubrophen'],['C14612'],12348.228515625
2021-11-10_04h48m47s,pos_print19_rms_peak1104,Homo sapiens (human),374,KEGG,v1,C16H25N5O16P2,+K,C16H25N5O16P2K,C16H25N5O16P2+K+,644.040311613,0.48208687,0.5105911458888686,0.9468377624989223,0.9971866096866097,0.5,False,"[{'mz': 644.0403000707956, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/2b17b304be7e4ea78517646bbd73d62f', 'minIntensity': 0, 'maxIntensity': 138037.671875, 'totalIntensity': 458203648}, {'mz': 645.0436742203918, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/3b31021f4c1042e6afea1e4434d73cb2', 'minIntensity': 0, 'maxIntensity': 44339, 'totalIntensity': 136808240}, {'mz': 646.0384349434182, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/1cdfc70a2fe94cd3a9f94e00e2970835', 'minIntensity': 0, 'maxIntensity': 7180.46875, 'totalIntensity': 285674}, {'mz': 646.0445653164367, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/dd96d8312cae4f37b4dc5483c37f8a69', 'minIntensity': 0, 'maxIntensity': 15413.12109375, 'totalIntensity': 50471016}]",,"['GDP-mannose', 'GDP-glucose', 'GDPhexose', 'GDP-L-galactose', 'GDP-L-gulose']","['C00096', 'C00394', 'C01581', 'C02280', 'C15925']",138037.671875
2021-11-10_04h48m47s,pos_print19_rms_peak1104,Homo sapiens (human),374,KEGG,v1,C7H11NO4,+K,C7H11NO4K,C7H11NO4+K+,212.031965725,0.46322536,0.4774206247548769,0.9713259398497865,0.9989095865515675,0.5,False,"[{'mz': 212.03195516280127, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/3f9627a471e44e7f9b2c1290d44a7b9f', 'minIntensity': 0, 'maxIntensity': 1072587.5, 'totalIntensity': 5159738368}, {'mz': 213.03532933252396, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/e93384b9067d4d4698f37adab2c296c6', 'minIntensity': 0, 'maxIntensity': 124434.5546875, 'totalIntensity': 568785600}, {'mz': 214.03007578939616, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}, {'mz': 214.036210942544, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}]",,"['N-Acetyl-L-glutamate 5-semialdehyde', '5-Deoxy-5-aminoshikimic acid', '(2S,5S)-trans-Carboxymethylproline', '2-Aminovalienone']","['C01250', 'C12121', 'C17366', 'C21248']",1072587.5
2021-11-10_04h48m47s,pos_print19_rms_peak1104,Homo sapiens (human),374,KEGG,v1,C19H20O3,+K,C19H20O3K,C19H20O3+K+,335.104402393,0.46279034,0.49227898811145565,0.9412080720475784,0.9988202330039817,0.5,False,"[{'mz': 335.1043918208013, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/872fbb7cbb8741e98c58298d3d4752b4', 'minIntensity': 0, 'maxIntensity': 137791.703125, 'totalIntensity': 483285536}, {'mz': 336.10777016197557, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/ca56cc920b154ba6b89bc567b57473d8', 'minIntensity': 0, 'maxIntensity': 21399.93359375, 'totalIntensity': 36799272}, {'mz': 337.10252084027627, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}, {'mz': 337.11110401803217, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}]",,['4-Prenylresveratrol'],['C10285'],137791.703125
2021-11-10_04h48m47s,pos_print19_rms_peak1104,Homo sapiens (human),374,KEGG,v1,C10H17N7O7S,+K,C10H17N7O7SK,C10H17N7O7S+K+,418.054174947,0.46243015,0.47434563323619267,0.97674585856228,0.9980899001015193,0.5,False,"[{'mz': 418.0541640048013, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/569df516776d48818c4a0a785dcbc043', 'minIntensity': 0, 'maxIntensity': 417234.15625, 'totalIntensity': 6249615872}, {'mz': 419.0575177463434, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/1c3740f8f8c4473395ca976954a47615', 'minIntensity': 0, 'maxIntensity': 29718.505859375, 'totalIntensity': 426790656}, {'mz': 420.04997077070146, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/87869b2826b4406886551f0ecb2ebf28', 'minIntensity': 0, 'maxIntensity': 27487.814453125, 'totalIntensity': 268975616}, {'mz': 420.05230100764066, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/e2573b98fcb740688ab3bf85d8feed5a', 'minIntensity': 0, 'maxIntensity': 29603.771484375, 'totalIntensity': 176567184}]",,['Gonyautoxin 5'],['C20018'],417234.15625
2021-11-10_04h48m47s,pos_print19_rms_peak1104,Homo sapiens (human),374,KEGG,v1,C17H17N3O6S2,+K,C17H17N3O6S2K,C17H17N3O6S2+K+,462.019035497,0.4566372,0.49411722265529223,0.9258143728947322,0.9981995982662015,0.5,False,"[{'mz': 462.01902407480117, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/73ed1688381148f1adbef02032caa20b', 'minIntensity': 0, 'maxIntensity': 90656.28125, 'totalIntensity': 1163093376}, {'mz': 463.0224034231486, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/af59685a8683448b9c3e747f09335204', 'minIntensity': 0, 'maxIntensity': 7735.74658203125, 'totalIntensity': 39262488}, {'mz': 464.0148266853865, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/06987d44102c45f5bfe50e0157fb375e', 'minIntensity': 0, 'maxIntensity': 6529.9921875, 'totalIntensity': 18706670}, {'mz': 464.0171560983215, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/321f792d8f0e4cc9989dda9a730759fb', 'minIntensity': 0, 'maxIntensity': 6319.13427734375, 'totalIntensity': 16466464}]",,['Cephapirin'],['C06896'],90656.28125
2021-11-10_04h48m47s,pos_print19_rms_peak1104,Homo sapiens (human),374,KEGG,v1,C22H29N3O6S,+K,C22H29N3O6SK,C22H29N3O6S+K+,502.140864711,0.41169482,0.4264748151363544,0.9674811338460827,0.9977908442658472,0.5,False,"[{'mz': 502.1408537288013, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/19963cd0c79a4528bc356cfbe6b4701a', 'minIntensity': 0, 'maxIntensity': 34653.09375, 'totalIntensity': 517018912}, {'mz': 503.14423152561324, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/478907b501354f8b8e8a6510693c8563', 'minIntensity': 0, 'maxIntensity': 11012.2998046875, 'totalIntensity': 116652728}, {'mz': 504.13667465997685, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}, {'mz': 504.13897571100483, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}]",,['Pivampicillin'],['C11750'],34653.09375
2021-11-10_04h48m47s,pos_print19_rms_peak1104,Homo sapiens (human),374,KEGG,v1,C20H28N7O9PS,+K,C20H28N7O9PSK,C20H28N7O9PS+K+,612.1038415390001,0.4113908,0.4361030005314871,0.9567385875029721,0.9859893758300132,0.5,False,"[{'mz': 612.1038300867958, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/b4e4f40eb0764e56b006a07cab02f5bf', 'minIntensity': 0, 'maxIntensity': 65248.18359375, 'totalIntensity': 24253194}, {'mz': 613.107204780467, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/ad9460aa7a98486c8abbc67493e1dd0d', 'minIntensity': 0, 'maxIntensity': 15541.9091796875, 'totalIntensity': 4494353.5}, {'mz': 614.0996243667653, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}, {'mz': 614.1019516460434, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}]",,"[""Biotinyl-5'-AMP""]",['C05921'],65248.18359375
2021-11-10_04h48m47s,pos_print19_rms_peak1104,Homo sapiens (human),374,KEGG,v1,C23H36N4O20P2,+Na,C23H36N4O20P2Na,C23H36N4O20P2+Na+,773.129034235,0.39250362,0.40755393179140437,0.9652651180009441,0.9977275399497622,0.5,False,"[{'mz': 773.1290226527958, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/cd3e096156d146bcb617ee356ecff205', 'minIntensity': 0, 'maxIntensity': 21278.1015625, 'totalIntensity': 336200608}, {'mz': 774.1323944785787, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/a376c29547314dcdac903689b790ce48', 'minIntensity': 0, 'maxIntensity': 10006.6162109375, 'totalIntensity': 63319764}, {'mz': 775.1332766898615, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}, {'mz': 775.1357358591155, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}]",,['UDP-N-acetylmuramoyl-L-alanine'],['C01212'],21278.1015625
2021-11-10_04h48m47s,pos_print19_rms_peak1104,Homo sapiens (human),374,KEGG,v1,C21H16O7,+K,C21H16O7K,C21H16O7+K+,419.052760745,0.39162573,0.4436512814482101,0.928234931768027,0.9509803921568627,0.5,False,"[{'mz': 419.0527501728013, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/e309a8d92ba7424b877c479c79abfced', 'minIntensity': 0, 'maxIntensity': 41043.76171875, 'totalIntensity': 547080.125}, {'mz': 420.05612493350907, 'url': 'https://d3s59uoti91q90.cloudfront.net/iso/2021-11-10_04h48m47s/b2a1e415e9854d259e96b8355f4a7f68', 'minIntensity': 0, 'maxIntensity': 5190.43896484375, 'totalIntensity': 29686.888671875}, {'mz': 421.05086770466255, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}, {'mz': 421.0594701202526, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}]",,"['Diphyllin', 'Tetracenomycin F1 methylester']","['C10559', 'C12373']",41043.76171875
